id,lama hukuman (bulan)
doc_15495,12
doc_5445,60
doc_11816,60
doc_23377,60
doc_18699,72
doc_23343,72
doc_8562,32
doc_2549,180
doc_643,10
doc_19159,96
doc_13608,27
doc_3470,18
doc_11044,22
doc_11575,6
doc_143,3
doc_2399,12
doc_4065,12
doc_4782,96
doc_1859,108
doc_14979,30
doc_6580,60
doc_3724,4
doc_1401,26
doc_3356,78
doc_522,18
doc_7860,8
doc_4031,144
doc_20654,1
doc_22993,36
doc_22000,48
doc_21449,48
doc_12937,14
doc_20155,12
doc_9250,18
doc_22461,78
doc_11288,72
doc_15289,10
doc_18093,24
doc_873,66
doc_9631,168
doc_19197,12
doc_6659,60
doc_14814,18
doc_4232,36
doc_19326,2
doc_307,20
doc_11817,66
doc_12546,12
doc_16766,60
doc_15404,3
doc_17484,30
doc_13048,24
doc_5182,56
doc_17469,18
doc_16007,96
doc_1925,18
doc_11975,28
doc_12407,14
doc_11921,12
doc_20419,84
doc_6209,48
doc_9544,18
doc_13397,66
doc_5162,156
doc_11995,12
doc_9059,12
doc_5820,18
doc_12844,60
doc_4302,60
doc_13588,15
doc_10642,10
doc_14947,144
doc_5937,36
doc_12522,2
doc_261,84
doc_17522,24
doc_18986,12
doc_14593,5
doc_22175,2
doc_1092,9
doc_22857,68
doc_6932,42
doc_4650,1
doc_19704,60
doc_19492,60
doc_13723,60
doc_7143,18
doc_9026,40
doc_8962,132
doc_15200,24
doc_9445,5
doc_17627,24
doc_18261,15
doc_13264,18
doc_22429,12
doc_9091,3
doc_533,20
doc_2418,12
doc_4042,18
doc_4677,84
doc_2922,30
doc_17711,4
doc_2250,22
doc_5480,14
doc_13291,5
doc_12461,66
doc_23027,24
doc_9458,10
doc_1719,3
doc_14794,6
doc_2460,6
doc_6794,30
doc_10548,12
doc_8622,56
doc_11159,42
doc_20041,72
doc_12091,12
doc_14599,24
doc_760,10
doc_22278,84
doc_14614,9
doc_3339,11
doc_14059,62
doc_11201,16
doc_21467,48
doc_6061,24
doc_16506,72
doc_6622,24
doc_14321,48
doc_20123,48
doc_7471,12
doc_3692,204
doc_5768,24
doc_4396,3
doc_6206,16
doc_2904,12
doc_1840,30
doc_21395,12
doc_21279,12
doc_17472,12
doc_21373,28
doc_6759,108
doc_3340,14
doc_15710,30
doc_13135,22
doc_621,12
doc_1657,42
doc_2629,18
doc_19867,72
doc_20929,11
doc_15235,10
doc_10904,18
doc_2000,78
doc_12106,36
doc_18837,66
doc_3882,66
doc_15544,3
doc_4216,84
doc_17714,54
doc_11599,192
doc_7225,8
doc_1724,66
doc_5748,24
doc_6105,24
doc_21099,5
doc_8815,66
doc_2408,24
doc_19498,108
doc_3466,66
doc_12059,34
doc_10898,6
doc_10364,72
doc_23361,10
doc_12219,11
doc_21675,66
doc_444,14
doc_15731,8
doc_973,24
doc_377,102
doc_15692,6
doc_826,24
doc_705,54
doc_14347,144
doc_18899,18
doc_2656,24
doc_9593,12
doc_14574,48
doc_17151,12
doc_12560,24
doc_10530,120
doc_15091,16
doc_3443,16
doc_13876,9
doc_6821,84
doc_14003,72
doc_19311,4
doc_17038,36
doc_2338,96
doc_8639,24
doc_4873,96
doc_3067,24
doc_15143,1
doc_19991,30
doc_16070,2
doc_3910,30
doc_16351,30
doc_2640,24
doc_15952,78
doc_704,60
doc_5173,14
doc_1935,15
doc_15802,48
doc_4695,14
doc_22166,28
doc_5527,18
doc_14658,24
doc_8032,78
doc_2805,126
doc_8273,3
doc_23581,18
doc_14300,5
doc_8654,14
doc_4662,4
doc_8946,114
doc_11115,24
doc_3767,60
doc_12321,108
doc_18530,4
doc_19548,12
doc_4130,18
doc_1050,84
doc_8668,78
doc_14675,18
doc_12660,12
doc_18836,60
doc_172,27
doc_15110,24
doc_19320,1
doc_18060,24
doc_10049,54
doc_4618,6
doc_12972,7
doc_909,36
doc_14544,18
doc_19820,10
doc_2294,78
doc_11454,4
doc_10034,24
doc_7274,6
doc_5652,30
doc_758,18
doc_12894,10
doc_4122,48
doc_16558,36
doc_9394,3
doc_8304,132
doc_23464,72
doc_7230,18
doc_1702,12
doc_5880,48
doc_22590,66
doc_15231,20
doc_14511,12
doc_979,30
doc_16256,66
doc_18105,12
doc_1500,24
doc_7731,6
doc_7571,12
doc_6195,30
doc_19332,14
doc_8302,27
doc_13577,12
doc_4961,90
doc_19832,48
doc_22964,4
doc_4365,132
doc_21543,28
doc_11989,96
doc_21939,1
doc_12951,48
doc_15250,8
doc_15286,72
doc_7700,24
doc_19430,84
doc_12934,1
doc_6640,24
doc_14339,72
doc_16544,18
doc_17393,18
doc_2417,6
doc_23359,3
doc_1615,96
doc_16395,24
doc_9274,10
doc_8977,24
doc_21487,48
doc_11920,10
doc_21745,7
doc_2367,72
doc_21779,12
doc_9348,12
doc_15609,27
doc_4787,72
doc_3997,12
doc_7075,21
doc_17874,72
doc_7541,60
doc_3680,21
doc_20682,6
doc_18337,5
doc_21177,30
doc_11680,60
doc_12553,30
doc_18645,20
doc_12368,66
doc_18319,60
doc_8409,6
doc_20433,20
doc_4971,6
doc_20726,12
doc_5532,54
doc_12443,48
doc_13299,84
doc_6102,96
doc_6396,84
doc_14691,7
doc_5609,30
doc_12011,26
doc_8094,10
doc_20250,3
doc_4879,12
doc_3805,8
doc_8772,7
doc_19012,1
doc_6487,84
doc_14285,18
doc_17467,1
doc_7664,72
doc_23165,54
doc_11548,3
doc_17739,36
doc_10490,24
doc_13830,36
doc_23212,12
doc_7547,16
doc_21348,78
doc_14813,10
doc_8956,72
doc_16486,4
doc_15719,156
doc_21253,36
doc_8837,108
doc_15265,48
doc_14848,144
doc_14193,10
doc_2341,6
doc_9382,90
doc_2914,24
doc_20417,16
doc_7005,18
doc_23589,66
doc_16861,22
doc_19436,84
doc_10591,54
doc_19429,48
doc_9395,2
doc_18047,14
doc_7208,75
doc_12365,78
doc_19893,18
doc_2478,60
doc_8675,48
doc_13166,6
doc_17731,12
doc_20358,144
doc_4559,8
doc_16796,2
doc_7905,54
doc_23494,84
doc_20854,24
doc_13882,72
doc_12332,78
doc_7040,5
doc_13739,156
doc_6022,36
doc_1127,48
doc_3940,168
doc_7309,12
doc_23217,42
doc_6635,72
doc_13875,24
doc_16117,6
doc_23572,22
doc_1670,6
doc_11837,114
doc_18131,1
doc_8177,102
doc_21967,10
doc_20520,12
doc_20233,108
doc_21697,60
doc_3899,108
doc_15556,72
doc_6745,11
doc_7920,18
doc_14394,216
doc_21354,24
doc_6157,60
doc_3313,72
doc_480,12
doc_1597,48
doc_18440,96
doc_12482,27
doc_21682,10
doc_10680,13
doc_10039,36
doc_13589,20
doc_8474,54
doc_21858,60
doc_10380,30
doc_8840,51
doc_22403,48
doc_22718,5
doc_20618,3
doc_20458,24
doc_5716,48
doc_1787,14
doc_11549,36
doc_23419,84
doc_16305,60
doc_17971,10
doc_5719,48
doc_13618,18
doc_9416,12
doc_8041,12
doc_17848,30
doc_884,52
doc_544,96
doc_21275,34
doc_8799,102
doc_15974,48
doc_17645,8
doc_14461,84
doc_17277,18
doc_4920,48
doc_11932,48
doc_22219,63
doc_19579,1
doc_22653,12
doc_1978,36
doc_10796,14
doc_16707,84
doc_10337,96
doc_4458,1
doc_12953,18
doc_2161,96
doc_7821,24
doc_991,24
doc_20273,16
doc_22823,36
doc_22806,72
doc_5435,18
doc_21260,120
doc_20916,30
doc_11514,14
doc_16937,16
doc_20324,7
doc_511,66
doc_10130,7
doc_23314,16
doc_8349,48
doc_13178,4
doc_9244,36
doc_8195,2
doc_840,12
doc_18758,60
doc_20368,48
doc_3958,216
doc_4840,66
doc_4890,48
doc_20392,180
doc_763,8
doc_15777,30
doc_23275,9
doc_4841,18
doc_17877,8
doc_16963,54
doc_7077,7
doc_1143,42
doc_6190,8
doc_14066,72
doc_17667,9
doc_20472,78
doc_5462,48
doc_22859,15
doc_5157,48
doc_1802,10
doc_4757,18
doc_11296,84
doc_23455,120
doc_17608,24
doc_20032,60
doc_531,144
doc_19289,22
doc_13139,30
doc_9828,3
doc_1920,60
doc_10946,96
doc_125,6
doc_21367,30
doc_16168,60
doc_14942,12
doc_16169,24
doc_1950,20
doc_22558,9
doc_14382,84
doc_15302,3
doc_20910,204
doc_15576,16
doc_10605,20
doc_22251,48
doc_11430,5
doc_16299,10
doc_10572,24
doc_17213,18
doc_23339,24
doc_21699,30
doc_6342,60
doc_11069,10
doc_13851,12
doc_848,120
doc_14188,72
doc_22017,14
doc_7895,8
doc_14338,51
doc_1904,19
doc_16496,10
doc_17332,4
doc_6680,8
doc_21440,144
doc_15698,30
doc_1184,5
doc_11119,3
doc_3061,102
doc_3860,6
doc_21463,36
doc_12777,18
doc_289,84
doc_9294,9
doc_9806,10
doc_583,18
doc_4688,20
doc_3271,60
doc_13379,21
doc_7036,8
doc_12521,24
doc_3880,12
doc_13250,8
doc_2181,20
doc_23628,15
doc_14543,14
doc_10328,7
doc_7624,18
doc_15142,18
doc_10614,66
doc_21086,84
doc_16468,18
doc_16339,72
doc_15331,2
doc_13348,18
doc_10156,12
doc_19392,18
doc_18283,24
doc_6202,60
doc_12524,30
doc_3282,24
doc_7636,26
doc_15604,34
doc_19377,24
doc_12782,4
doc_15474,4
doc_10400,40
doc_17757,24
doc_186,12
doc_9056,6
doc_17592,24
doc_21831,18
doc_4063,54
doc_10858,36
doc_18311,18
doc_14857,4
doc_1416,66
doc_23045,12
doc_12117,18
doc_12977,9
doc_18305,96
doc_13802,66
doc_12591,72
doc_12458,66
doc_6414,6
doc_4328,15
doc_8777,30
doc_14152,12
doc_9050,120
doc_16589,22
doc_7671,3
doc_22005,63
doc_19349,80
doc_9787,10
doc_6631,48
doc_7381,6
doc_14128,30
doc_13888,180
doc_2953,60
doc_19789,24
doc_22572,54
doc_6806,60
doc_9114,78
doc_12427,30
doc_2206,24
doc_20246,24
doc_16243,24
doc_23405,4
doc_14620,24
doc_2457,84
doc_8824,5
doc_10524,156
doc_6097,36
doc_21190,18
doc_19694,60
doc_11091,12
doc_20352,72
doc_7476,72
doc_2553,1
doc_6976,39
doc_8652,14
doc_15911,144
doc_1666,9
doc_18457,96
doc_3838,24
doc_21134,6
doc_2583,22
doc_803,24
doc_9180,20
doc_18504,6
doc_8917,60
doc_14124,5
doc_21102,54
doc_10283,8
doc_21458,72
doc_7964,15
doc_19127,96
doc_20980,36
doc_1812,156
doc_15228,90
doc_3528,44
doc_9984,5
doc_18867,48
doc_4296,1
doc_603,24
doc_19987,90
doc_22315,72
doc_14534,9
doc_5041,30
doc_10361,24
doc_17595,12
doc_3276,15
doc_10526,92
doc_1761,72
doc_22492,1
doc_19550,22
doc_11138,4
doc_13642,12
doc_15177,24
doc_15557,30
doc_19366,72
doc_13666,72
doc_23505,20
doc_44,20
doc_13476,20
doc_4970,24
doc_23221,18
doc_17894,12
doc_17291,18
doc_21993,7
doc_14541,10
doc_15075,1
doc_18468,30
doc_18473,30
doc_875,204
doc_6878,30
doc_14276,54
doc_8896,8
doc_1627,48
doc_14743,18
doc_22282,72
doc_18870,30
doc_2281,12
doc_9564,24
doc_18108,84
doc_980,63
doc_19031,48
doc_3820,54
doc_23085,1
doc_20349,7
doc_15895,16
doc_1180,24
doc_1019,32
doc_2956,36
doc_14463,11
doc_22289,7
doc_17575,60
doc_21188,16
doc_2401,6
doc_6946,36
doc_4647,8
doc_101,1
doc_17285,66
doc_18478,63
doc_17740,7
doc_16297,78
doc_22765,72
doc_5426,144
doc_950,30
doc_19005,28
doc_11184,72
doc_15751,78
doc_5675,10
doc_12999,30
doc_14269,240
doc_10260,5
doc_11922,24
doc_5605,9
doc_18271,84
doc_11420,12
doc_19201,36
doc_322,72
doc_1335,18
doc_19797,12
doc_8218,54
doc_1564,180
doc_11845,96
doc_19647,24
doc_15560,30
doc_7255,24
doc_14911,24
doc_4360,36
doc_12269,54
doc_20763,144
doc_949,24
doc_13080,9
doc_14777,60
doc_18489,7
doc_21710,15
doc_14980,24
doc_5229,4
doc_17700,54
doc_12406,29
doc_16923,78
doc_20838,24
doc_10100,18
doc_11712,48
doc_4228,60
doc_14690,84
doc_23308,30
doc_14406,10
doc_16441,76
doc_13034,16
doc_19717,96
doc_6394,12
doc_10812,90
doc_5121,1
doc_14764,54
doc_10032,96
doc_20723,6
doc_5240,24
doc_8290,60
doc_9657,156
doc_2505,22
doc_21129,84
doc_10372,96
doc_11365,30
doc_7392,72
doc_8955,78
doc_17542,144
doc_111,2
doc_21284,78
doc_21603,9
doc_12865,12
doc_10947,48
doc_14695,59
doc_12322,192
doc_16476,96
doc_4078,12
doc_16042,6
doc_14765,3
doc_10918,84
doc_6561,6
doc_12153,36
doc_14828,20
doc_18800,15
doc_8438,36
doc_5064,18
doc_10471,15
doc_16600,16
doc_14130,16
doc_13762,30
doc_96,14
doc_12030,48
doc_12072,96
doc_2612,48
doc_10099,6
doc_11011,18
doc_8412,6
doc_16306,5
doc_15163,54
doc_19252,24
doc_10926,72
doc_13438,15
doc_6171,48
doc_10650,3
doc_20613,18
doc_5704,66
doc_19758,228
doc_18146,108
doc_6458,6
doc_12924,66
doc_13837,24
doc_15308,36
doc_6743,30
doc_23188,15
doc_23551,78
doc_8852,126
doc_20713,96
doc_4792,27
doc_4201,7
doc_21478,10
doc_8086,10
doc_320,72
doc_9433,10
doc_14443,54
doc_10568,48
doc_17097,13
doc_13710,126
doc_5914,78
doc_5615,12
doc_20046,60
doc_5494,168
doc_9409,54
doc_17828,36
doc_331,6
doc_9979,12
doc_9005,72
doc_10171,132
doc_3117,84
doc_13152,72
doc_3332,36
doc_614,1
doc_23496,60
doc_7580,240
doc_723,18
doc_17053,3
doc_5807,8
doc_6159,16
doc_20473,8
doc_18913,30
doc_11042,24
doc_16038,48
doc_22471,78
doc_10303,18
doc_18064,18
doc_13699,24
doc_18529,12
doc_18383,12
doc_7497,12
doc_2260,30
doc_3465,12
doc_16850,11
doc_6901,10
doc_11563,1
doc_9926,12
doc_7875,108
doc_6126,8
doc_15132,10
doc_1279,72
doc_22860,9
doc_12771,72
doc_18491,108
doc_19734,20
doc_10217,7
doc_11211,132
doc_10885,78
doc_6058,32
doc_21474,66
doc_16821,24
doc_7019,60
doc_5689,12
doc_10185,16
doc_15801,84
doc_52,10
doc_8501,15
doc_10857,60
doc_93,15
doc_8219,18
doc_9924,78
doc_19295,72
doc_4330,96
doc_12057,12
doc_12082,9
doc_22545,84
doc_10538,72
doc_11278,4
doc_10511,27
doc_7445,78
doc_17185,14
doc_17181,78
doc_8555,72
doc_22363,16
doc_20106,48
doc_22733,20
doc_18077,5
doc_5341,84
doc_11660,24
doc_13422,132
doc_15809,108
doc_7823,48
doc_14352,16
doc_9168,108
doc_7972,30
doc_15016,96
doc_10987,24
doc_3870,72
doc_12640,22
doc_20926,18
doc_12968,144
doc_20491,48
doc_13119,48
doc_2594,102
doc_16820,96
doc_9781,72
doc_20569,96
doc_13116,60
doc_4527,18
doc_21488,24
doc_8485,48
doc_20620,72
doc_11185,48
doc_6051,1
doc_8847,24
doc_8167,66
doc_9704,5
doc_15113,96
doc_6677,60
doc_21502,24
doc_14442,30
doc_9706,18
doc_10266,14
doc_19286,36
doc_10789,24
doc_7637,72
doc_20107,24
doc_574,108
doc_16170,30
doc_10565,30
doc_12158,6
doc_6994,24
doc_5397,168
doc_13986,10
doc_15198,84
doc_5680,84
doc_69,18
doc_22610,60
doc_14106,12
doc_3000,96
doc_4747,240
doc_15678,24
doc_8533,12
doc_15005,66
doc_15006,43
doc_5692,24
doc_12656,12
doc_12413,78
doc_14195,66
doc_17432,36
doc_23412,96
doc_18421,84
doc_15778,216
doc_4342,30
doc_3018,6
doc_23404,72
doc_23664,58
doc_8015,12
doc_13003,1
doc_4076,60
doc_21931,30
doc_9665,20
doc_11541,42
doc_22658,18
doc_10308,7
doc_16422,96
doc_18220,10
doc_23330,24
doc_12961,54
doc_3496,56
doc_7144,13
doc_15183,12
doc_19752,7
doc_11428,3
doc_22018,84
doc_1486,12
doc_20074,10
doc_7653,24
doc_12543,36
doc_13679,24
doc_18798,72
doc_4268,5
doc_10587,54
doc_14752,90
doc_676,8
doc_5135,6
doc_24,4
doc_22323,18
doc_14641,84
doc_11053,72
doc_541,24
doc_15454,24
doc_3047,18
doc_2037,84
doc_3066,28
doc_19240,20
doc_6110,7
doc_17943,72
doc_7099,84
doc_6376,8
doc_7872,22
doc_7981,1
doc_12785,78
doc_6928,90
doc_1042,5
doc_12218,10
doc_23622,12
doc_21404,14
doc_9606,8
doc_115,24
doc_6992,48
doc_9391,12
doc_4251,8
doc_7551,60
doc_8423,24
doc_21620,5
doc_19802,6
doc_19721,90
doc_3854,12
doc_20353,48
doc_5814,72
doc_17067,4
doc_22357,24
doc_1759,60
doc_20276,78
doc_4311,12
doc_7645,36
doc_10896,72
doc_3681,36
doc_20705,12
doc_21297,52
doc_3599,24
doc_17813,30
doc_1481,20
doc_7411,30
doc_13638,10
doc_12488,48
doc_6279,60
doc_15296,48
doc_19467,30
doc_9870,108
doc_6320,36
doc_16108,30
doc_18233,12
doc_13686,10
doc_18213,54
doc_18616,10
doc_13095,180
doc_10797,48
doc_1781,12
doc_17279,1
doc_21859,36
doc_3823,18
doc_17532,24
doc_18366,16
doc_22495,18
doc_9444,50
doc_11245,10
doc_5838,4
doc_18817,66
doc_17690,42
doc_16638,10
doc_14187,20
doc_10248,90
doc_5045,15
doc_19713,12
doc_3839,58
doc_13805,60
doc_6352,204
doc_15238,6
doc_589,36
doc_21743,12
doc_13789,6
doc_23531,16
doc_12866,18
doc_23582,12
doc_7791,7
doc_15057,60
doc_608,96
doc_21007,18
doc_12638,84
doc_20428,20
doc_21998,144
doc_2985,10
doc_3280,48
doc_9067,32
doc_2816,111
doc_20382,20
doc_2650,180
doc_4924,60
doc_16746,48
doc_2348,30
doc_755,9
doc_16984,72
doc_11649,120
doc_21229,24
doc_6636,72
doc_8722,12
doc_6709,72
doc_1415,48
doc_17972,4
doc_23040,12
doc_8861,42
doc_6158,12
doc_3034,36
doc_21462,36
doc_3629,22
doc_13897,16
doc_5290,15
doc_5557,51
doc_1349,18
doc_11967,240
doc_8496,15
doc_7064,84
doc_10461,66
doc_9896,12
doc_21481,16
doc_12027,18
doc_21017,4
doc_5897,84
doc_8563,18
doc_12823,24
doc_1619,60
doc_8472,96
doc_7046,20
doc_2925,2
doc_3207,15
doc_20870,4
doc_4275,12
doc_15943,96
doc_23675,6
doc_10412,6
doc_21978,72
doc_14304,120
doc_1951,90
doc_4830,10
doc_10929,18
doc_23388,66
doc_13557,84
doc_1069,24
doc_3661,60
doc_15330,60
doc_12794,18
doc_2471,108
doc_2275,72
doc_11160,12
doc_1266,72
doc_12795,18
doc_10959,63
doc_7865,66
doc_2846,240
doc_3039,22
doc_18751,48
doc_11699,4
doc_23161,24
doc_8775,24
doc_21659,72
doc_21431,2
doc_5033,90
doc_21910,3
doc_348,24
doc_22607,6
doc_2261,72
doc_6278,12
doc_13230,4
doc_7092,12
doc_18988,24
doc_9920,10
doc_5881,1
doc_4953,5
doc_8763,96
doc_1478,7
doc_8373,72
doc_14024,60
doc_20532,1
doc_18066,24
doc_9030,18
doc_11020,15
doc_7249,24
doc_256,10
doc_14000,24
doc_7284,120
doc_16095,48
doc_4514,30
doc_19255,54
doc_10824,72
doc_108,10
doc_3718,10
doc_6703,60
doc_417,18
doc_6517,96
doc_4826,12
doc_13975,15
doc_15120,12
doc_12831,51
doc_13023,29
doc_15738,22
doc_13884,10
doc_8776,180
doc_20834,12
doc_4607,9
doc_19776,7
doc_19288,36
doc_1901,18
doc_7566,60
doc_22591,84
doc_15001,18
doc_22524,7
doc_14779,18
doc_40,36
doc_17347,16
doc_9708,10
doc_14459,36
doc_18656,180
doc_22049,108
doc_13308,72
doc_12441,120
doc_9310,5
doc_2981,7
doc_11630,108
doc_10761,5
doc_13877,72
doc_14238,24
doc_3545,48
doc_2868,1
doc_20836,66
doc_17886,72
doc_10810,15
doc_4571,78
doc_6455,22
doc_12163,25
doc_1879,84
doc_20440,10
doc_3898,12
doc_20960,22
doc_11858,108
doc_11643,120
doc_2730,15
doc_17325,5
doc_6851,30
doc_415,8
doc_7888,18
doc_15461,32
doc_6387,6
doc_21851,24
doc_19518,102
doc_21451,1
doc_5068,24
doc_18767,36
doc_6486,10
doc_23623,22
doc_6334,108
doc_16162,48
doc_15383,10
doc_5933,9
doc_16895,16
doc_8066,7
doc_10920,36
doc_16884,72
doc_22691,54
doc_1788,12
doc_12029,156
doc_37,16
doc_7768,3
doc_4188,20
doc_8868,48
doc_11826,204
doc_1556,10
doc_16450,20
doc_7253,18
doc_6399,66
doc_16382,2
doc_19077,60
doc_12909,30
doc_19333,4
doc_3709,6
doc_14093,4
doc_22283,204
doc_16272,24
doc_5776,5
doc_19775,16
doc_20621,3
doc_21093,14
doc_7074,72
doc_12013,34
doc_18962,18
doc_23290,48
doc_10335,96
doc_20371,18
doc_1747,22
doc_17387,6
doc_8880,48
doc_17496,3
doc_11081,24
doc_7261,1
doc_21191,5
doc_16633,60
doc_4039,18
doc_11598,12
doc_3706,14
doc_3956,15
doc_23039,48
doc_11568,4
doc_3429,8
doc_13990,120
doc_2508,2
doc_4682,18
doc_16894,39
doc_8403,6
doc_10860,96
doc_13755,5
doc_4748,60
doc_18524,57
doc_6712,16
doc_5493,156
doc_19788,30
doc_9863,15
doc_10513,72
doc_11688,180
doc_11418,14
doc_11200,30
doc_6049,60
doc_13364,72
doc_1810,84
doc_20015,48
doc_7676,36
doc_13691,24
doc_10108,24
doc_22791,67
doc_1716,60
doc_8995,51
doc_7615,72
doc_8677,90
doc_6437,96
doc_13982,10
doc_23148,10
doc_5829,18
doc_10639,30
doc_22053,4
doc_13889,168
doc_18099,8
doc_7352,22
doc_16129,36
doc_21119,144
doc_17760,96
doc_1251,78
doc_6930,24
doc_22044,96
doc_6532,8
doc_17191,36
doc_7237,36
doc_17736,60
doc_19771,24
doc_8992,36
doc_18806,36
doc_4862,84
doc_2304,4
doc_15424,16
doc_6909,15
doc_16462,36
doc_12437,66
doc_14677,36
doc_8911,24
doc_8582,36
doc_22891,12
doc_18849,34
doc_21698,78
doc_8251,36
doc_1258,22
doc_6681,8
doc_8931,84
doc_13832,54
doc_22331,5
doc_14252,16
doc_2823,144
doc_17593,204
doc_1974,15
doc_14776,3
doc_23305,60
doc_268,12
doc_15248,6
doc_7546,72
doc_2771,12
doc_21161,11
doc_2330,90
doc_724,6
doc_5936,8
doc_16291,120
doc_11276,156
doc_9468,60
doc_7992,84
doc_22910,24
doc_14456,51
doc_1895,5
doc_22484,72
doc_10457,7
doc_319,12
doc_1537,84
doc_1472,18
doc_16706,72
doc_13997,32
doc_1370,5
doc_741,5
doc_13055,16
doc_22711,36
doc_1189,96
doc_10258,16
doc_16805,48
doc_891,20
doc_14015,2
doc_10720,10
doc_21336,51
doc_7384,72
doc_3488,24
doc_6045,24
doc_14077,132
doc_10952,59
doc_11126,6
doc_16055,54
doc_9946,6
doc_1234,30
doc_13769,60
doc_17368,4
doc_14194,63
doc_12897,30
doc_19369,96
doc_20783,12
doc_10173,5
doc_17814,8
doc_13221,15
doc_18117,30
doc_20255,12
doc_11681,72
doc_1292,10
doc_17871,72
doc_23009,36
doc_22737,36
doc_14249,16
doc_12975,5
doc_23472,12
doc_11968,6
doc_7863,66
doc_17184,66
doc_16397,36
doc_17130,84
doc_563,4
doc_10209,58
doc_1032,9
doc_5766,48
doc_20794,18
doc_17389,78
doc_21832,84
doc_22402,4
doc_7059,7
doc_10600,24
doc_4378,24
doc_23203,60
doc_22129,72
doc_22133,66
doc_6977,5
doc_20453,84
doc_12974,108
doc_11103,16
doc_22132,60
doc_16800,12
doc_5713,12
doc_11359,52
doc_7641,12
doc_1250,118
doc_17423,72
doc_19872,17
doc_11323,96
doc_22143,144
doc_2219,24
doc_14938,30
doc_22568,12
doc_14332,168
doc_17898,90
doc_17567,8
doc_23202,8
doc_21265,8
doc_19391,22
doc_19962,30
doc_19906,12
doc_22594,66
doc_6066,72
doc_11059,22
doc_21330,8
doc_14429,36
doc_21360,12
doc_18576,19
doc_20811,10
doc_6335,9
doc_4550,60
doc_17099,12
doc_7045,120
doc_9329,6
doc_15509,16
doc_14041,18
doc_2355,60
doc_17228,48
doc_12010,15
doc_12690,12
doc_19468,4
doc_5328,24
doc_1435,3
doc_9878,10
doc_19193,12
doc_265,19
doc_8325,60
doc_21459,6
doc_18096,12
doc_14920,120
doc_22974,132
doc_18628,150
doc_6348,72
doc_8585,12
doc_3379,96
doc_5732,7
doc_13333,60
doc_10970,8
doc_15608,15
doc_8621,60
doc_1438,18
doc_11232,4
doc_18810,5
doc_7961,78
doc_20973,144
doc_4693,24
doc_11637,48
doc_11671,54
doc_7442,13
doc_6256,70
doc_23605,36
doc_22408,24
doc_8595,10
doc_21643,78
doc_13598,36
doc_66,18
doc_19961,12
doc_22081,48
doc_23166,24
doc_21288,96
doc_6186,22
doc_20045,24
doc_2866,30
doc_17998,2
doc_17096,32
doc_5114,24
doc_4409,4
doc_6026,14
doc_9884,18
doc_20847,24
doc_6891,7
doc_11848,22
doc_7513,12
doc_1422,72
doc_23164,72
doc_22846,10
doc_21319,4
doc_8001,48
doc_7103,7
doc_4350,7
doc_1661,72
doc_74,144
doc_1844,12
doc_771,7
doc_11229,24
doc_20007,60
doc_1286,22
doc_9437,120
doc_17319,6
doc_12496,8
doc_13358,10
doc_1942,18
doc_22307,10
doc_21249,60
doc_13909,1
doc_8266,72
doc_3398,24
doc_20490,28
doc_12385,18
doc_14478,10
doc_11824,12
doc_16761,7
doc_9680,13
doc_5065,96
doc_12580,10
doc_23130,14
doc_14404,84
doc_4028,14
doc_10769,7
doc_21345,16
doc_20012,22
doc_14879,20
doc_5898,72
doc_22681,18
doc_3964,72
doc_3938,96
doc_14298,48
doc_18676,84
doc_1111,60
doc_4415,1
doc_14226,5
doc_9794,22
doc_22567,5
doc_13658,21
doc_10018,30
doc_3147,4
doc_1378,48
doc_20542,51
doc_20412,4
doc_7508,18
doc_145,18
doc_10768,7
doc_6193,18
doc_9991,48
doc_3515,18
doc_22881,7
doc_7273,60
doc_6072,22
doc_17274,18
doc_19686,12
doc_21466,120
doc_12463,15
doc_1204,18
doc_17075,7
doc_1831,12
doc_9692,48
doc_4182,60
doc_14508,12
doc_9412,10
doc_22640,70
doc_5958,72
doc_12845,84
doc_10241,22
doc_16458,36
doc_14635,10
doc_17761,48
doc_22068,60
doc_1056,10
doc_13941,14
doc_595,3
doc_14127,36
doc_1526,24
doc_13242,24
doc_5825,32
doc_5155,12
doc_14441,60
doc_16548,72
doc_13484,12
doc_14649,64
doc_18954,24
doc_20052,12
doc_14808,30
doc_762,48
doc_12737,18
doc_7825,36
doc_21596,72
doc_2971,6
doc_7000,36
doc_82,27
doc_7043,3
doc_12929,150
doc_8725,6
doc_959,60
doc_8665,72
doc_10483,10
doc_6610,108
doc_12140,24
doc_6027,14
doc_14280,18
doc_7239,14
doc_19912,72
doc_11092,10
doc_18872,216
doc_3955,22
doc_4404,84
doc_18482,21
doc_21264,17
doc_10388,30
doc_4512,20
doc_1667,12
doc_19905,10
doc_6858,14
doc_5354,3
doc_23669,2
doc_4588,16
doc_19490,18
doc_22228,80
doc_11142,18
doc_22346,18
doc_2551,10
doc_21356,66
doc_20158,6
doc_15800,6
doc_10980,3
doc_3725,16
doc_1265,120
doc_4868,54
doc_12793,48
doc_16855,24
doc_7256,24
doc_12564,10
doc_816,84
doc_13662,48
doc_7608,14
doc_4375,24
doc_9465,87
doc_4088,48
doc_8465,72
doc_23084,8
doc_1898,16
doc_11730,11
doc_16734,72
doc_7417,192
doc_20772,180
doc_11460,54
doc_22276,30
doc_20666,168
doc_19132,60
doc_2530,66
doc_20314,10
